16,23
17,35
18,46
19,283
20,245
21,651
22,864
23,946
24,1048
25,798
26,980
27,303
28,260
29,211
30,349
31,129
32,82
33,82
34,107
35,63
36,66
37,50
38,26
39,26
40,12
41,7
42,4
43,4
44,2
45,3
46,4
47,3
